request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_134,4920350.21,affordable_later,wait,2025-10-16:21831000.00,2025-10-16,none,"The full amount of 21831000.00 IDR cannot be safely paid today (current safe capacity: 4920350.21 IDR). The earliest safe date for full payment is 2025-10-16, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_135,273.59,affordable_with_plan,installments,2026-07-20:54.86|2026-08-17:54.86|2026-09-14:54.86|2026-10-12:54.86|2026-11-09:54.86|2026-12-07:54.86,2026-07-15,none,The requested amount is best paid in 6 installments per the offered payment plan (2026-07-20:54.86|2026-08-17:54.86|2026-09-14:54.86|2026-10-12:54.86|2026-11-09:5). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_136,496.37,affordable_now,partial_payment,2024-06-03:496.37|2024-06-15:64.03,2024-06-03,none,"A partial payment of 496.37 USD can be made immediately, with the remainder of 64.03 USD payable on 2024-06-03. This splits the total into two payments that each respect the minimum balance requirement."
request_137,32966.94,affordable_later,wait,2026-01-13:80100.00,2026-01-13,none,"The full amount of 80100.00 INR cannot be safely paid today (current safe capacity: 32966.94 INR). The earliest safe date for full payment is 2026-01-13, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_138,1023.98,affordable_now,partial_payment,2026-04-07:1023.98|2026-04-14:232.96,2026-04-07,none,"A partial payment of 1023.98 EUR can be made immediately, with the remainder of 232.96 EUR payable on 2026-04-07. This splits the total into two payments that each respect the minimum balance requirement."
request_139,1894.07,affordable_with_plan,installments,2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88,2024-09-15,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_140,4381.78,not_affordable,not_recommended,none,,none,"The requested amount of 62832.00 ZAR is not affordable within the 90-day forecast window. Current safe payment capacity is 4381.78 ZAR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_141,22999.15,not_affordable,not_recommended,none,,none,"The requested amount of 171600.00 INR is not affordable within the 90-day forecast window. Current safe payment capacity is 22999.15 INR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_142,1263.60,affordable_now,full_payment,2024-12-05:1263.60,2024-12-05,none,"The full amount of 1263.60 USD can be paid immediately on 2024-12-05. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_143,2952.54,affordable_later,wait,2025-07-17:12584.00,2025-07-17,none,"The full amount of 12584.00 ZAR cannot be safely paid today (current safe capacity: 2952.54 ZAR). The earliest safe date for full payment is 2025-07-17, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_144,224.01,affordable_later,wait,2026-07-16:233.34,2026-07-16,none,"The full amount of 233.34 USD cannot be safely paid today (current safe capacity: 224.01 USD). The earliest safe date for full payment is 2026-07-16, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_145,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 217400.00 INR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 INR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_146,25729.92,not_affordable,not_recommended,none,,none,"The requested amount of 449400.00 INR is not affordable within the 90-day forecast window. Current safe payment capacity is 25729.92 INR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_147,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 1129.70 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_148,7665.48,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-07-14,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_149,24545.82,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-11-15,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_150,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 496.10 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_151,26999000.00,affordable_now,full_payment,2024-09-03:26999000.00,2024-09-03,none,"The full amount of 26999000.00 IDR can be paid immediately on 2024-09-03. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_152,11857.81,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-03-16,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_153,132.94,not_affordable,not_recommended,none,,none,"The requested amount of 2830.80 USD is not affordable within the 90-day forecast window. Current safe payment capacity is 132.94 USD, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_154,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 1625.80 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_155,13346.84,not_affordable,not_recommended,none,,none,"The requested amount of 112500.00 INR is not affordable within the 90-day forecast window. Current safe payment capacity is 13346.84 INR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_156,9334.86,affordable_later,wait,2026-06-13:43076.00,2026-06-13,none,"The full amount of 43076.00 ZAR cannot be safely paid today (current safe capacity: 9334.86 ZAR). The earliest safe date for full payment is 2026-06-13, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_157,4352610.76,affordable_later,wait,2024-05-18:23503000.00,2024-05-18,none,"The full amount of 23503000.00 IDR cannot be safely paid today (current safe capacity: 4352610.76 IDR). The earliest safe date for full payment is 2024-05-18, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_158,242600.00,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_159,13398.00,affordable_now,full_payment,2026-01-04:13398.00,2026-01-04,none,"The full amount of 13398.00 ZAR can be paid immediately on 2026-01-04. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_160,574.47,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-14,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_161,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 21204000.00 IDR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 IDR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_162,1159061.72,not_affordable,not_recommended,none,,none,"The requested amount of 83923000.00 IDR is not affordable within the 90-day forecast window. Current safe payment capacity is 1159061.72 IDR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_163,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 19304000.00 IDR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 IDR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_164,27018000.00,affordable_with_plan,installments,2025-02-11:9366240.00|2025-03-11:9366240.00|2025-04-08:9366240.00,2025-02-04,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-02-11:9366240.00|2025-03-11:9366240.00|2025-04-08:9366240.00). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_165,80600.00,affordable_with_plan,full_payment,2026-04-06:80600.00,2026-04-06,stop:event_15135,Full payment of 80600.00 INR is feasible with a plan. The payment can be made on 2026-04-06. Spending adjustments (stop:event_15135) unlock the necessary headroom.
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_167,43802.00,affordable_now,full_payment,2025-05-05:43802.00,2025-05-05,none,"The full amount of 43802.00 ZAR can be paid immediately on 2025-05-05. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_168,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 49380.00 INR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 INR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_169,41976.00,affordable_now,full_payment,2024-03-04:41976.00,2024-03-04,none,"The full amount of 41976.00 ZAR can be paid immediately on 2024-03-04. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_170,33709082.96,affordable_with_plan,installments,2025-08-06:12804480.00|2025-09-03:12804480.00|2025-10-01:12804480.00,2025-08-14,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-08-06:12804480.00|2025-09-03:12804480.00|2025-10-01:12804480.00). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_171,30.56,not_affordable,not_recommended,none,,none,"The requested amount of 1878.80 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 30.56 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_172,10200.00,affordable_with_plan,installments,2024-06-05:5304.00|2024-07-03:5304.00,2024-06-05,none,The requested amount is best paid in 2 installments per the offered payment plan (2024-06-05:5304.00|2024-07-03:5304.00). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_173,67594.91,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2026-01-13,reduce_to:event_15946:2618.51,The requested amount is best paid in 3 installments per the offered payment plan (2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33). Each installment stays within the safe payment window given projected cash flow. Spending adjustments (reduce_to:event_15946:2618.51) are needed.
request_174,1146.20,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,The requested amount is best paid in 3 installments per the offered payment plan (2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"The full amount of 2346.30 EUR can be paid immediately on 2024-09-06. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_176,451.31,affordable_later,wait,2025-03-19:1239.70,2025-03-19,none,"The full amount of 1239.70 EUR cannot be safely paid today (current safe capacity: 451.31 EUR). The earliest safe date for full payment is 2025-03-19, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_177,13.99,not_affordable,not_recommended,none,,none,"The requested amount of 1017.60 USD is not affordable within the 90-day forecast window. Current safe payment capacity is 13.99 USD, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_179,8210941.63,affordable_later,wait,2025-07-17:41648000.00,2025-07-17,none,"The full amount of 41648000.00 IDR cannot be safely paid today (current safe capacity: 8210941.63 IDR). The earliest safe date for full payment is 2025-07-17, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_180,66500.00,affordable_now,full_payment,2026-07-06:66500.00,2026-07-06,none,"The full amount of 66500.00 INR can be paid immediately on 2026-07-06. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_181,286.76,not_affordable,not_recommended,none,,none,"The requested amount of 5059.20 USD is not affordable within the 90-day forecast window. Current safe payment capacity is 286.76 USD, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_182,65714.00,affordable_now,full_payment,2025-08-05:65714.00,2025-08-05,none,"The full amount of 65714.00 ZAR can be paid immediately on 2025-08-05. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_183,24277289.73,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-14,none,The requested amount is best paid in 3 installments per the offered payment plan (2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_184,17777.13,not_affordable,not_recommended,none,,none,"The requested amount of 251900.00 INR is not affordable within the 90-day forecast window. Current safe payment capacity is 17777.13 INR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_185,408.50,affordable_later,wait,2026-01-13:1257.30,2026-01-13,none,"The full amount of 1257.30 EUR cannot be safely paid today (current safe capacity: 408.50 EUR). The earliest safe date for full payment is 2026-01-13, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_186,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 26554.00 ZAR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 ZAR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_187,38384.36,affordable_later,wait,2024-11-13:187500.00,2024-11-13,none,"The full amount of 187500.00 INR cannot be safely paid today (current safe capacity: 38384.36 INR). The earliest safe date for full payment is 2024-11-13, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_188,165.46,not_affordable,not_recommended,none,,none,"The requested amount of 2464.00 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 165.46 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,"The full amount of 488.40 EUR can be paid immediately on 2026-07-04. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_190,618.11,not_affordable,not_recommended,none,,none,"The requested amount of 2557.50 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 618.11 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,"The full amount of 664.40 EUR can be paid immediately on 2025-05-03. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_192,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 2046.00 USD is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 USD, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_193,23.01,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-18,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_194,34703.75,affordable_later,wait,2025-10-24:132800.00,2025-10-24,none,"The full amount of 132800.00 INR cannot be safely paid today (current safe capacity: 34703.75 INR). The earliest safe date for full payment is 2025-10-24, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_195,111.92,not_affordable,not_recommended,none,,none,"The requested amount of 1170.40 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 111.92 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,"The full amount of 762.30 EUR can be paid immediately on 2024-06-03. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_197,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 50939000.00 IDR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 IDR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_198,185800.00,affordable_now,full_payment,2026-07-07:185800.00,2026-07-07,none,"The full amount of 185800.00 INR can be paid immediately on 2026-07-07. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_199,23674000.00,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_200,21717000.00,affordable_now,full_payment,2025-02-06:21717000.00,2025-02-06,none,"The full amount of 21717000.00 IDR can be paid immediately on 2025-02-06. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_201,23997000.00,affordable_now,full_payment,2026-04-03:23997000.00,2026-04-03,none,"The full amount of 23997000.00 IDR can be paid immediately on 2026-04-03. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_202,123900.00,affordable_now,full_payment,2024-12-05:123900.00,2024-12-05,none,"The full amount of 123900.00 INR can be paid immediately on 2024-12-05. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,"The full amount of 588.74 EUR can be paid immediately on 2026-01-04. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_205,10621000.00,affordable_now,full_payment,2024-03-06:10621000.00,2024-03-06,none,"The full amount of 10621000.00 IDR can be paid immediately on 2024-03-06. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_207,6658.61,affordable_later,wait,2026-07-15:11830.00,2026-07-15,none,"The full amount of 11830.00 ZAR cannot be safely paid today (current safe capacity: 6658.61 ZAR). The earliest safe date for full payment is 2026-07-15, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_208,3459479.08,affordable_later,wait,2024-06-14:4413000.00,2024-06-14,none,"The full amount of 4413000.00 IDR cannot be safely paid today (current safe capacity: 3459479.08 IDR). The earliest safe date for full payment is 2024-06-14, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_209,1808.74,not_affordable,not_recommended,none,,none,"The requested amount of 56914.00 ZAR is not affordable within the 90-day forecast window. Current safe payment capacity is 1808.74 ZAR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_210,1124.79,affordable_now,partial_payment,2026-04-06:1124.79|2026-04-14:235.23,2026-04-06,none,"A partial payment of 1124.79 USD can be made immediately, with the remainder of 235.23 USD payable on 2026-04-06. This splits the total into two payments that each respect the minimum balance requirement."
request_211,797.32,affordable_later,wait,2024-11-16:1788.60,2024-11-16,none,"The full amount of 1788.60 EUR cannot be safely paid today (current safe capacity: 797.32 EUR). The earliest safe date for full payment is 2024-11-16, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_212,6091312.78,not_affordable,not_recommended,none,,none,"The requested amount of 71934000.00 IDR is not affordable within the 90-day forecast window. Current safe payment capacity is 6091312.78 IDR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_213,3362.40,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,The requested amount is best paid in 3 installments per the offered payment plan (2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_214,60678.35,affordable_now,partial_payment,2024-12-04:60678.35|2024-12-16:9071.65,2024-12-04,none,"A partial payment of 60678.35 INR can be made immediately, with the remainder of 9071.65 INR payable on 2024-12-04. This splits the total into two payments that each respect the minimum balance requirement."
request_215,29986.00,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_216,472.13,not_affordable,not_recommended,none,,none,"The requested amount of 3332.40 USD is not affordable within the 90-day forecast window. Current safe payment capacity is 472.13 USD, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_217,19686.45,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-14,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_218,27972090.02,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,The requested amount is best paid in 3 installments per the offered payment plan (2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_219,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 1673.10 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_220,50.71,not_affordable,not_recommended,none,,none,"The requested amount of 3118.50 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 50.71 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_221,109800.00,affordable_now,full_payment,2025-11-03:109800.00,2025-11-03,none,"The full amount of 109800.00 INR can be paid immediately on 2025-11-03. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_222,34078.00,affordable_now,full_payment,2026-01-05:34078.00,2026-01-05,none,"The full amount of 34078.00 ZAR can be paid immediately on 2026-01-05. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,"The full amount of 898.70 EUR can be paid immediately on 2024-09-07. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_224,10327000.00,affordable_with_plan,installments,2025-02-04:5370040.00|2025-03-04:5370040.00,2025-02-04,none,The requested amount is best paid in 2 installments per the offered payment plan (2025-02-04:5370040.00|2025-03-04:5370040.00). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_225,10749578.71,affordable_with_plan,installments,2026-07-20:7647120.00|2026-08-19:7647120.00|2026-09-18:7647120.00,2026-09-13,none,The requested amount is best paid in 3 installments per the offered payment plan (2026-07-20:7647120.00|2026-08-19:7647120.00|2026-09-18:7647120.00). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_226,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 157000.00 INR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 INR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_227,7699.12,not_affordable,not_recommended,none,,none,"The requested amount of 259700.00 INR is not affordable within the 90-day forecast window. Current safe payment capacity is 7699.12 INR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_228,6655299.72,not_affordable,not_recommended,none,,none,"The requested amount of 63327000.00 IDR is not affordable within the 90-day forecast window. Current safe payment capacity is 6655299.72 IDR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_229,447.48,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-18,none,The requested amount is best paid in 3 installments per the offered payment plan (2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_230,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 3537.60 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_231,35706.00,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,The requested amount is best paid in 3 installments per the offered payment plan (2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08). Each installment stays within the safe payment window given projected cash flow. No spending changes are required.
request_232,441.50,not_affordable,not_recommended,none,,none,"The requested amount of 1970.10 EUR is not affordable within the 90-day forecast window. Current safe payment capacity is 441.50 EUR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_233,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 6241000.00 IDR is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 IDR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_234,270.65,affordable_later,wait,2026-09-13:1213.30,2026-09-13,none,"The full amount of 1213.30 EUR cannot be safely paid today (current safe capacity: 270.65 EUR). The earliest safe date for full payment is 2026-09-13, when projected cash flow provides sufficient headroom above the minimum balance requirement."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,"The full amount of 967.20 USD can be paid immediately on 2024-09-06. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_236,6081340.68,not_affordable,not_recommended,none,,none,"The requested amount of 52383000.00 IDR is not affordable within the 90-day forecast window. Current safe payment capacity is 6081340.68 IDR, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_237,23826000.00,affordable_now,full_payment,2026-04-05:23826000.00,2026-04-05,none,"The full amount of 23826000.00 IDR can be paid immediately on 2026-04-05. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
request_238,0.00,not_affordable,not_recommended,none,,none,"The requested amount of 663.60 USD is not affordable within the 90-day forecast window. Current safe payment capacity is 0.00 USD, which is insufficient even after considering all projected income and expenses. No safe payment plan can be constructed without exceeding minimum balance requirements."
request_239,642.00,affordable_now,full_payment,2025-05-04:642.00,2025-05-04,none,"The full amount of 642.00 USD can be paid immediately on 2025-05-04. After accounting for all projected expenses and commitments over the next 90 days, the balance remains above the minimum required level. No spending changes are needed."
